1¬Violaciones al derecho a la vida¬1¬¬&
2¬Violaciones al derecho a la integridad personal¬1¬¬&
3¬Violaciones al derecho a la libertad y seguridad personales¬1¬¬&
4¬Violaciones al derecho a no ser sometido(a) a esclavitud, servidumbre, trata o tráfico¬1¬¬&
5¬Violaciones al derecho al debido proceso¬1¬¬&
6¬Violaciones al derecho al acceso a la justicia¬1¬¬&
7¬Violaciones a los derechos de las víctimas del delito y de VDH¬1¬¬&
8¬Violaciones al derecho a la seguridad jurídica¬1¬¬&
9¬Violaciones al derecho a la verdad¬1¬¬&
10¬Violaciones al derecho a la seguridad ciudadana¬1¬Aplica a actos de omisión de la autoridad, que no previene y no proporciona seguridad pública¬&
11¬Violaciones al derecho a la protección frente al abuso de poder¬1¬¬&
12¬Violaciones al derecho de petición¬1¬¬&
13¬Violaciones al derecho a la intimidad¬1¬¬&
14¬Violaciones al derecho al respeto a la honra y reputación¬1¬¬&
15¬Violaciones al derecho a la inviolabilidad de domicilio¬1¬Incluye lugar de residencia o asentamiento, puede aplicar a una comunidad , población desplazada, etc. Ej. Incursión arbitraria/injustificada del ejército o policía en una comunidad¬&
16¬Violaciones al derecho a la inviolabilidad de las comunicaciones¬1¬¬&
17¬Violaciones al derecho a la libertad de expresión e información¬1¬¬&
18¬Violaciones al derecho al acceso a la información pública y a la información personal¬1¬¬&
19¬Violaciones al derecho a la libertad de asociación¬1¬¬&
20¬Violaciones al derecho a la protección de la familia¬1¬¬&
21¬Violaciones al derecho a la libertad de conciencia y religión¬1¬¬&
22¬Violaciones al derecho a la libertad de tránsito¬1¬¬&
23¬Violaciones al derecho a la nacionalidad¬1¬¬&
24¬Violaciones al derecho de asilo¬1¬¬&
25¬Violaciones al derecho de residencia¬1¬¬&
26¬Violaciones al derecho a salir del país¬1¬¬&
27¬Discriminación¬1¬¬&
28¬Violaciones al derecho a participar en los asuntos públicos¬1¬¬&
29¬Violaciones al derecho a votar¬1¬¬&
30¬Violaciones al derecho a postularse a cargos electivos¬1¬¬&
31¬Violaciones al derecho a formar partidos políticos¬1¬¬&
32¬Violaciones al derecho a militar en partidos políticos¬1¬¬&
33¬Violaciones al derecho al acceso a la función pública¬1¬¬&
34¬Violaciones al derecho a elecciones libres y democráticas¬1¬¬&
35¬ Violaciones al derecho a la educación                                                                            ¬2¬¬&
36¬ Violaciones al derecho a la salud                                                                                ¬2¬¬&
37¬ Violaciones al derecho al trabajo                                                                                ¬2¬¬&
38¬ Violaciones al derecho a la vivienda adecuada                                                                    ¬2¬¬&
39¬ Violaciones al derecho a la alimentación adecuada                                                                ¬2¬¬&
40¬ Violaciones al derecho al agua                                                                                   ¬2¬¬&
41¬ Violaciones al derecho a un medio ambiente sano                                                                  ¬2¬¬&
42¬ Violaciones al derecho a las prestaciones de seguridad social                                                    ¬2¬¬&
43¬ Violaciones al derecho al acceso a los servicios públicos                                                        ¬2¬¬&
44¬ Violaciones al derecho a la cultura                                                                              ¬2¬¬&
45¬ Violaciones al derecho al acceso a la propiedad pública                                                          ¬2¬¬&
46¬ Violaciones al derecho a la propiedad                                                                            ¬2¬¬&
47¬ Violaciones a los derechos de las mujeres                                                                        ¬3¬¬&
48¬ Violaciones a los derechos de los y las trabajadore(a)s                                                          ¬3¬¬&
49¬ Violaciones a los derechos de las personas privadas de la libertad                                               ¬3¬¬&
50¬ Violaciones a los derechos de las personas sentenciadas                                                          ¬3¬¬&
51¬ Violaciones a los derechos de las personas lesbianas, gays, bisexuales, transexuales y transgénero (LGBT)        ¬3¬¬&
52¬ Violaciones a los derechos de las niñas y los niños                                                              ¬3¬¬&
53¬ Violaciones a los derechos de las personas con discapacidad                                                      ¬3¬¬&
54¬ Violaciones a los derechos de las personas adultas mayores                                                       ¬3¬¬&
55¬ Violaciones a los derechos de las personas desplazadas                                                           ¬3¬¬&
56¬ Violaciones a los derechos de las y los defensore(a)s                                                            ¬3¬¬&
57¬ Violaciones a los derechos de las y los consumidores                                                             ¬3¬¬&
58¬ Violaciones al derecho de los pueblos a gozar y disponer plena y libremente de sus riquezas y recursos naturales ¬4¬ Concesión de licencias para la explotación de recursos naturales, limitando su acceso a las poblaciones locales                                                               ¬&
59¬ Violaciones al derecho de los pueblos a la autodeterminación                                                     ¬4¬¬&
60¬ Violaciones al derecho de los pueblos a la paz                                                                   ¬4¬¬&
61¬ Violaciones al derecho de los pueblos al desarrollo                                                              ¬4¬ No adopción de medidas contra la bioprospección hecha sin la participación de las poblaciones locales                                                                         ¬&
62¬ Violaciones al derecho de los pueblos a la resistencia                                                           ¬4¬¬&
63¬ Violaciones a los derechos de los pueblos indígenas                                                              ¬4¬¬
