8¬Involucramiento en actos violentos, coercitivos o violatorios a los derechos humanos¬Incluye actos que atenten contra los DESCA como la contaminación del medio ambiente. También incluye la emisión de resoluciones judiciales que directamente afecten los derechos humanos de alguna persona o colectivo como un acto que un juez lleva a cabo. Para los demás involucrados (apoyo, promoción e inactividad en la emisión de resoluciones) se utiliza "involucramiento en términos de legislación, resoluciones judiciales o establecimiento de políticas y sus vástagos¬&
9¬Involucramiento en términos de legislación, resoluciones judiciales o establecimiento de políticas¬El término legislación incluye reglamentos. Ej. Estaciones migratorias¬&
10¬Involucramiento en la implementación de leyes, resoluciones judiciales o políticas violatorias de los derechos humanos¬Incluye aplicación de reglamentos. Incluye resoluciones judiciales generales sobre la aplicación de leyes y reglamentos. Ej. Legalización del Anatocismo (usura) por parte de la Suprema Corte en 1998¬&
11¬Involucramiento de agentes del Estado por no brindar protección¬&
12¬Involucramiento en términos de responsabilidad política general¬
